date,call_top5_b_v,call_top5_b_ratio,call_top10_b_v,call_top10_b_ratio,call_top5_s_v,call_top5_s_ratio,call_top10_s_v,call_top10_s_ratio,put_top5_b_v,put_top5_b_ratio,put_top10_b_v,put_top10_b_ratio,put_top5_s_v,put_top5_s_ratio,put_top10_s_v,put_top10_s_ratio
2016/12/05,107175,24.4,160682,36.6,52971,12.1,89530,20.4,99761,17.8,146091,26.0,134489,23.9,205220,36.5
2016/12/06,118287,27.3,171643,39.6,53709,12.4,91989,21.2,122819,19.5,178579,28.4,140515,22.3,214535,34.1
2016/12/07,100743,29.1,146327,42.3,41129,11.9,70488,20.4,103971,21.1,144117,29.2,130675,26.5,176939,35.9
2016/12/08,100777,27.7,150519,41.4,44370,12.2,72567,19.9,110746,19.4,161156,28.2,144010,25.2,198173,34.7
2016/12/09,105540,27.8,155935,41.0,45679,12.0,75876,20.0,138429,22.0,192000,30.5,151691,24.1,210248,33.4
2016/12/12,104350,25.1,161156,38.7,49145,11.8,85840,20.6,140446,20.9,207640,30.9,160271,23.8,234663,34.9
2016/12/13,103364,23.7,160926,36.9,53514,12.3,94650,21.7,150210,21.4,222415,31.8,165755,23.7,248337,35.5
2016/12/14,99343,27.2,151116,41.3,49259,13.5,81327,22.2,113994,20.4,163455,29.3,149139,26.7,202752,36.3
2016/12/15,105576,25.9,158707,39.0,49897,12.2,88605,21.7,116565,18.8,178381,28.8,161787,26.1,230713,37.2
2016/12/16,99551,23.0,149580,34.6,55015,12.7,94144,21.8,127361,19.8,194807,30.2,161979,25.1,249157,38.6
2016/12/19,100436,21.0,157892,33.0,73855,15.4,116920,24.4,143067,21.4,217163,32.4,162590,24.3,255348,38.1
2016/12/20,110369,21.2,167784,32.2,106991,20.5,151607,29.1,144641,21.2,221324,32.4,163674,24.0,260108,38.1
2016/12/21,49646,25.3,74187,37.8,37683,19.2,58252,29.7,46004,22.8,63504,31.5,62139,30.8,80180,39.7
2016/12/22,64987,22.0,93506,31.6,50230,17.0,84211,28.5,55037,19.3,79426,27.8,87822,30.7,111319,38.9
2016/12/23,79811,22.3,111164,31.1,74614,20.9,110863,31.0,67661,20.6,96262,29.4,98773,30.1,126395,38.6
2016/12/26,87926,22.4,120944,30.8,95161,24.2,130460,33.2,79701,22.0,109349,30.1,100655,27.7,137704,38.0
2016/12/27,89139,21.6,122590,29.7,107497,26.0,145005,35.1,89904,23.2,122075,31.5,107564,27.8,146687,37.9
2016/12/28,48140,18.3,73630,28.1,43264,16.5,63605,24.2,46723,16.0,68712,23.5,82265,28.2,108797,37.3
2016/12/29,70597,21.7,102335,31.4,49813,15.3,76205,23.4,65159,17.5,96473,25.9,112137,30.2,152230,40.9
2016/12/30,92982,25.1,137227,37.1,70016,18.9,102838,27.8,94797,21.7,137519,31.4,123922,28.3,180483,41.2
2017/01/03,105357,25.5,152788,37.0,91681,22.2,126808,30.7,100930,21.4,141918,30.1,130537,27.7,186623,39.6
2017/01/04,61932,21.3,93586,32.1,39799,13.7,61086,21.0,46495,14.0,72989,22.0,92138,27.8,122160,36.9
2017/01/05,84052,24.1,124644,35.7,45204,12.9,72901,20.9,64290,15.4,101221,24.3,104902,25.2,141396,34.0
2017/01/06,97427,25.6,143191,37.6,56797,14.9,89364,23.5,80039,17.4,122172,26.6,107949,23.5,150872,32.8
2017/01/09,117542,26.8,163504,37.3,81457,18.6,122036,27.9,91964,18.5,135994,27.3,119097,23.9,170626,34.3
2017/01/10,119382,25.8,167977,36.3,94918,20.5,135125,29.2,102935,19.7,150128,28.8,119682,22.9,176646,33.8
2017/01/11,76315,22.5,111823,32.9,49188,14.5,73491,21.6,53953,13.8,83254,21.3,105986,27.2,139028,35.6
2017/01/12,111713,27.9,154333,38.5,53580,13.4,84623,21.1,71640,15.1,113533,23.9,119855,25.2,160139,33.7
2017/01/13,119877,27.3,164267,37.4,63646,14.5,98760,22.5,96126,18.3,143536,27.4,144245,27.5,199001,38.0
2017/01/16,126914,25.0,177052,34.9,97422,19.2,145006,28.6,103627,19.5,146959,27.7,144489,27.2,201887,38.0
2017/01/17,147297,27.7,206793,39.0,117350,22.1,159827,30.1,125491,21.0,183222,30.7,154646,25.9,221515,37.1
2017/01/18,67623,30.1,100660,44.8,36859,16.4,57075,25.4,57924,22.5,84870,33.0,75781,29.5,110368,42.9
2017/01/19,117822,37.6,154885,49.4,68866,22.0,96141,30.7,91865,26.2,124415,35.5,116696,33.3,162166,46.3
2017/01/20,119615,35.8,159144,47.6,64738,19.4,94554,28.3,123324,29.2,168792,39.9,146580,34.6,195325,46.2
2017/01/23,134460,36.3,180398,48.7,70039,18.9,99517,26.9,142474,29.3,190999,39.3,155233,31.9,210034,43.2
2017/01/24,145544,35.7,197831,48.6,72744,17.9,105877,26.0,160534,29.7,207981,38.5,160328,29.7,229799,42.5
2017/02/02,119737,33.3,172779,48.1,74825,20.8,104210,29.0,96253,24.5,128745,32.8,121976,31.1,169246,43.1
2017/02/03,134953,32.8,190659,46.3,77973,18.9,109549,26.6,111499,23.5,154868,32.6,141338,29.7,192563,40.5
2017/02/06,128229,29.5,182265,42.0,80805,18.6,112664,25.9,141663,23.8,202058,33.9,160940,27.0,231569,38.8
2017/02/07,127937,28.1,185028,40.7,88074,19.4,121029,26.6,164512,25.1,236120,36.0,173543,26.5,252356,38.5
2017/02/08,124297,33.1,168503,44.9,69084,18.4,96083,25.6,106369,21.4,144213,29.0,142872,28.7,208875,41.9
2017/02/09,123220,29.9,174239,42.2,71891,17.4,99777,24.2,125146,21.3,180747,30.7,156319,26.5,233549,39.7
2017/02/10,134022,30.9,186403,43.0,71370,16.5,101751,23.5,163564,23.9,228248,33.3,153363,22.4,244032,35.6
2017/02/13,134150,29.8,190080,42.2,79680,17.7,113415,25.2,174349,23.9,241471,33.1,159565,21.9,251798,34.6
2017/02/14,132857,29.3,187957,41.4,82767,18.2,121814,26.9,198689,25.3,275577,35.1,169857,21.7,262923,33.5
2017/02/15,87773,33.7,131081,50.3,47270,18.1,70236,27.0,85847,24.0,114906,32.1,91660,25.6,152181,42.5
2017/02/16,96497,28.4,145202,42.7,55531,16.3,86326,25.4,91875,19.9,135375,29.4,118872,25.8,196093,42.5
2017/02/17,98342,27.0,148747,40.8,57977,15.9,90881,24.9,103559,20.7,148365,29.6,128826,25.7,207059,41.3
2017/02/18,102496,26.1,156961,40.0,71395,18.2,106418,27.1,116127,22.0,161597,30.6,132941,25.2,211313,40.0
2017/02/20,108546,24.9,168976,38.8,83621,19.2,126269,29.0,129251,23.0,174392,31.0,137306,24.4,216446,38.5
2017/02/21,120753,25.0,183699,38.0,108720,22.5,156027,32.3,144146,24.1,192705,32.2,141015,23.6,224192,37.5
2017/02/22,98197,28.4,147659,42.7,58684,17.0,90721,26.2,87168,19.5,123008,27.5,110294,24.6,183905,41.0
2017/02/23,101695,26.0,156853,40.2,58828,15.1,93033,23.8,114605,21.5,159424,29.9,140679,26.4,220197,41.3
2017/02/24,110980,25.5,166429,38.3,79033,18.2,119031,27.4,149345,24.8,204541,33.9,163355,27.1,254925,42.3
2017/03/01,98103,25.4,145641,37.7,63648,16.5,96080,24.9,98119,20.0,139154,28.4,127131,25.9,203554,41.5
2017/03/02,111363,23.9,167608,36.0,73340,15.7,115878,24.9,106604,18.7,159739,28.0,145674,25.5,239029,41.9
2017/03/03,124334,23.8,189504,36.3,96345,18.5,143827,27.6,123773,20.4,177753,29.3,153975,25.4,246484,40.7
2017/03/06,133588,24.0,210943,38.0,103803,18.7,155285,27.9,144216,21.6,210748,31.6,167575,25.1,268024,40.1
2017/03/07,131846,24.0,206862,37.7,104469,19.0,159052,29.0,170789,24.1,234115,33.0,168088,23.7,275169,38.8
2017/03/08,108830,25.5,165816,38.9,64338,15.1,94579,22.2,122170,21.4,167154,29.3,135909,23.8,230648,40.4
2017/03/09,111303,22.4,168899,34.0,73936,14.9,113886,22.9,126673,20.3,172712,27.6,145330,23.3,262756,42.1
2017/03/10,119700,21.9,176443,32.3,92797,17.0,142669,26.1,129159,19.5,189742,28.7,161616,24.4,282154,42.6
2017/03/13,123533,22.3,180855,32.7,105409,19.1,153385,27.7,155645,21.9,216490,30.5,165820,23.4,282319,39.8
2017/03/14,118457,22.1,176583,33.0,107909,20.2,154507,28.9,157549,21.3,217777,29.4,165609,22.4,278053,37.6
2017/03/15,70330,31.1,101215,44.7,37117,16.4,51659,22.8,62405,21.4,84446,29.0,98302,33.7,145634,50.0
2017/03/16,78070,27.5,111814,39.4,41016,14.5,59141,20.9,84089,20.6,121473,29.7,130233,31.8,184030,45.0
2017/03/17,79492,25.3,113889,36.3,48222,15.4,70227,22.4,109455,23.4,148653,31.8,135586,29.0,189568,40.6
2017/03/20,78165,22.8,112048,32.7,56886,16.6,81470,23.8,123213,24.1,161728,31.6,139339,27.2,200056,39.1
2017/03/21,90209,23.5,130848,34.0,86538,22.5,116912,30.4,134274,23.3,179190,31.0,139773,24.2,207942,36.0
2017/03/22,77403,25.3,111749,36.6,47398,15.5,70128,22.9,65131,17.1,97050,25.5,121954,32.0,166673,43.8
2017/03/23,91998,25.5,127853,35.5,62618,17.4,90285,25.1,73551,16.1,118610,26.0,135029,29.6,193231,42.4
2017/03/24,89466,23.1,127133,32.8,64097,16.5,95342,24.6,87230,17.5,137082,27.6,140757,28.3,203927,41.0
2017/03/27,99335,23.1,141428,33.0,77303,18.0,108234,25.2,126363,22.5,177234,31.6,159009,28.3,231430,41.2
2017/03/28,108136,22.2,151278,31.1,105907,21.7,144622,29.7,132456,22.8,181021,31.1,169706,29.2,245033,42.2
2017/03/29,90074,24.5,125643,34.2,58827,16.0,86622,23.6,73459,16.7,110889,25.2,128262,29.1,190377,43.3
2017/03/30,94257,23.4,133774,33.2,58074,14.4,89437,22.2,93825,17.9,148018,28.2,154444,29.5,233138,44.5
2017/03/31,104440,23.2,143397,31.8,76228,16.9,113918,25.3,121150,21.2,176191,30.8,174194,30.5,255825,44.8
2017/04/05,98286,25.1,132851,34.0,57224,14.6,86695,22.2,81094,16.8,118090,24.4,134250,27.8,203298,42.0
2017/04/06,101429,23.1,135419,30.9,64007,14.6,98394,22.4,96581,16.9,148714,26.0,154240,27.0,242041,42.3
2017/04/07,101687,20.3,143075,28.5,84633,16.9,132756,26.5,122155,20.0,173794,28.4,170681,27.9,266574,43.6
2017/04/10,100658,19.5,143330,27.7,87886,17.0,136931,26.5,138348,21.3,193040,29.7,174855,26.9,275480,42.4
2017/04/11,104330,18.6,149458,26.7,109355,19.5,156703,28.0,144584,21.3,202973,29.9,182065,26.8,287675,42.4
2017/04/12,101442,23.2,137181,31.3,61020,13.9,93118,21.3,93648,17.6,136477,25.6,153245,28.7,239018,44.8
2017/04/13,112148,23.2,154406,32.0,64328,13.3,100932,20.9,111221,18.0,171828,27.9,170215,27.6,258891,42.0
2017/04/14,104686,19.0,147027,26.6,88035,15.9,133795,24.2,133623,20.4,193236,29.5,186124,28.4,278817,42.5
2017/04/17,116099,19.4,164888,27.5,120084,20.0,169406,28.3,140330,20.7,202710,29.9,198905,29.3,298373,43.9
2017/04/18,125058,19.7,173082,27.3,139096,21.9,196903,31.0,153023,21.5,215994,30.4,206869,29.1,313314,44.1
2017/04/19,99049,35.3,124926,44.5,49629,17.7,72286,25.8,66332,20.7,89453,27.9,108304,33.8,157217,49.0
2017/04/20,110869,31.5,146981,41.8,56897,16.2,82616,23.5,73845,18.3,108646,27.0,128226,31.8,181426,45.0
2017/04/21,122712,31.9,162346,42.2,59154,15.4,88488,23.0,116039,23.1,153398,30.6,154292,30.7,220050,43.8
2017/04/24,111535,26.8,154591,37.1,57146,13.7,93693,22.5,127197,23.7,167886,31.3,148177,27.6,219408,40.9
2017/04/25,110965,27.1,160680,39.2,59267,14.5,93104,22.7,166260,26.0,218224,34.2,154836,24.3,239054,37.4
2017/04/26,101392,29.7,144841,42.5,50431,14.8,77937,22.8,96516,21.8,122316,27.7,127073,28.8,187685,42.5
2017/04/27,103395,26.9,148251,38.5,55561,14.4,90429,23.5,107563,20.3,150089,28.3,145727,27.5,224676,42.4
2017/04/28,105421,25.4,153243,36.9,57552,13.9,96211,23.2,139420,23.5,185777,31.3,155157,26.2,245015,41.3
2017/05/02,110418,26.2,159307,37.8,59003,14.0,97244,23.1,167704,25.1,219879,32.9,155699,23.3,252384,37.8
2017/05/03,112942,31.1,158802,43.8,51029,14.1,79559,21.9,107320,20.4,143198,27.2,145260,27.6,217864,41.4
2017/05/04,121497,29.3,168929,40.8,62023,15.0,98978,23.9,115488,19.3,164526,27.5,160882,26.9,244345,40.9
2017/05/05,122672,25.7,176021,36.9,68207,14.3,114335,24.0,140271,21.4,188544,28.8,167073,25.5,265506,40.6
2017/05/08,124675,24.5,178759,35.1,75732,14.9,126276,24.8,150757,21.6,203379,29.2,176637,25.3,278764,40.0
2017/05/09,136181,24.7,198865,36.1,93090,16.9,148065,26.9,177165,23.8,233443,31.3,177808,23.8,285021,38.2
2017/05/10,125505,28.5,181560,41.3,65561,14.9,101973,23.2,113933,18.8,160249,26.5,163690,27.0,248714,41.1
2017/05/11,127765,26.2,190244,39.1,73585,15.1,113490,23.3,128135,18.5,186994,27.1,172284,24.9,264862,38.3
2017/05/12,135056,26.0,198610,38.3,83579,16.1,133235,25.7,157257,21.6,216079,29.7,179638,24.7,284696,39.2
2017/05/15,139242,26.1,211379,39.6,105183,19.7,154900,29.0,167283,21.9,233745,30.6,176509,23.1,286963,37.6
2017/05/16,144283,26.1,212715,38.4,119681,21.6,170115,30.7,179941,22.8,247643,31.4,173701,22.0,292807,37.1
2017/05/17,101746,34.6,136861,46.5,45443,15.5,73043,24.8,72934,21.9,96469,29.0,88852,26.7,137729,41.4
2017/05/18,114541,31.3,160024,43.7,48912,13.4,83291,22.8,87021,19.4,126755,28.3,120729,26.9,180710,40.3
2017/05/19,119629,29.5,171959,42.4,60428,14.9,98760,24.4,118434,23.1,163526,31.9,145259,28.4,215492,42.1
2017/05/22,122617,28.3,184166,42.6,70150,16.2,111107,25.7,141575,25.3,188452,33.7,150993,27.0,223137,39.9
2017/05/23,130331,28.6,189792,41.6,76112,16.7,120052,26.3,160090,26.3,210819,34.6,160521,26.4,233067,38.3
2017/05/24,125329,33.2,166689,44.2,59375,15.7,93713,24.8,99208,21.9,130216,28.7,119748,26.4,186355,41.1
2017/05/25,134817,31.3,188185,43.6,68334,15.8,112363,26.1,121298,21.3,175588,30.8,137251,24.1,209746,36.8
2017/05/26,142464,29.4,202245,41.7,84491,17.4,133251,27.5,157694,24.6,214101,33.4,159435,24.9,241895,37.7
2017/05/31,135651,32.2,178360,42.4,62859,14.9,103579,24.6,102736,19.9,135891,26.4,134439,26.1,212843,41.3
2017/06/01,146421,30.9,196300,41.4,67809,14.3,115286,24.3,111259,18.9,161526,27.5,153561,26.1,234916,40.0
2017/06/02,147042,30.2,198288,40.7,73724,15.1,122886,25.2,134911,21.0,186370,29.0,157915,24.6,245024,38.2
2017/06/03,148380,29.8,203732,40.9,77756,15.6,128587,25.8,144154,21.7,198506,29.8,158143,23.8,246760,37.1
2017/06/05,147403,29.7,205919,41.5,76579,15.4,128661,25.9,164223,22.5,223961,30.6,154667,21.2,246286,33.7
2017/06/06,145142,28.9,199950,39.8,76085,15.2,129646,25.8,174536,23.2,231645,30.9,155164,20.7,252999,33.7
2017/06/07,144180,32.8,186532,42.5,78114,17.8,118079,26.9,121642,20.4,161028,27.1,139416,23.4,225250,37.8
2017/06/08,148180,31.0,200696,42.0,80426,16.8,126889,26.6,127286,19.5,177110,27.2,154677,23.8,244620,37.6
2017/06/09,149304,30.0,202517,40.7,81571,16.4,130266,26.2,144514,20.8,203976,29.4,159098,23.0,252307,36.4
2017/06/12,168614,28.2,238471,39.9,111703,18.7,175727,29.4,155711,21.3,223652,30.6,165141,22.6,270253,36.9
2017/06/13,165431,25.9,243988,38.2,137537,21.6,209589,32.9,163957,21.3,237962,31.0,166972,21.7,273831,35.6
2017/06/14,151284,28.1,202192,37.6,103308,19.2,154753,28.8,129178,20.2,171586,26.8,151943,23.7,254504,39.7
2017/06/15,156898,26.3,226003,37.9,115635,19.4,171464,28.8,112518,16.3,174132,25.2,157139,22.8,261665,37.9
2017/06/16,157058,27.3,214389,37.2,108086,18.8,161527,28.1,153050,20.1,217371,28.5,168450,22.1,266503,34.9
2017/06/19,155674,27.4,215700,37.9,109869,19.3,172262,30.3,180670,22.0,251202,30.5,173171,21.1,276364,33.6
2017/06/20,155185,28.9,211329,39.3,103620,19.3,158717,29.5,197363,22.4,275416,31.3,164937,18.8,281280,32.0
2017/06/21,91793,34.4,121037,45.3,54394,20.4,79135,29.6,63649,19.6,85868,26.5,83623,25.8,124591,38.4
2017/06/22,105008,32.2,135700,41.6,60651,18.6,88760,27.2,85837,19.8,121130,27.9,108577,25.0,154254,35.5
2017/06/23,112179,30.8,145022,39.8,66056,18.1,97824,26.9,119546,23.8,156145,31.0,127420,25.3,184123,36.6
2017/06/26,126402,31.1,170380,42.0,80443,19.8,125491,30.9,136206,21.6,193438,30.6,142043,22.5,207137,32.8
2017/06/27,137353,29.2,185587,39.5,102874,21.9,154426,32.9,129576,19.4,180734,27.1,155293,23.2,225605,33.8
2017/06/28,118542,31.7,162638,43.4,74692,20.0,106124,28.3,63072,14.7,89174,20.8,110012,25.7,163711,38.2
2017/06/29,137841,30.7,184738,41.2,85605,19.1,129139,28.8,90795,17.2,130018,24.7,147179,28.0,202859,38.5
2017/06/30,150690,29.2,200546,38.9,112963,21.9,164030,31.8,118874,20.4,159883,27.4,165835,28.5,226806,38.9
2017/07/03,154590,27.9,207628,37.4,129349,23.3,184899,33.3,127517,20.4,172587,27.7,167286,26.8,238813,38.3
2017/07/04,159754,26.4,217085,35.8,156523,25.8,216324,35.7,137552,21.1,181571,27.9,170510,26.2,248123,38.1
2017/07/05,118126,27.8,161990,38.2,77329,18.2,108073,25.5,81717,15.9,111694,21.8,131646,25.7,206057,40.2
2017/07/06,131795,26.1,177027,35.0,96488,19.1,141535,28.0,90237,15.4,133874,22.8,165014,28.1,240554,40.9
2017/07/07,139214,24.9,187752,33.6,111727,20.0,168093,30.1,106408,17.3,151637,24.6,175004,28.4,252673,41.0
2017/07/10,139928,23.0,193457,31.8,129573,21.3,192434,31.6,122527,18.4,175217,26.3,184583,27.7,269486,40.5
2017/07/11,151388,25.1,205568,34.1,136872,22.7,192006,31.8,140916,18.6,208874,27.5,183142,24.1,280948,37.0
2017/07/12,116479,25.8,159075,35.2,87249,19.3,120094,26.6,92448,16.5,129646,23.2,143429,25.7,236693,42.3
2017/07/13,130524,25.8,177338,35.0,95026,18.8,136403,26.9,114358,17.1,164028,24.6,159556,23.9,254756,38.2
2017/07/14,133679,24.6,184249,33.9,110560,20.4,160892,29.6,143977,20.2,194936,27.4,173764,24.4,272086,38.2
2017/07/17,141318,24.7,196189,34.3,122478,21.4,175565,30.7,163035,21.2,219958,28.6,178157,23.2,280854,36.6
2017/07/18,151589,25.6,210847,35.6,142166,24.0,195962,33.1,169894,21.0,237020,29.3,185739,22.9,294151,36.3
2017/07/19,95842,38.9,122681,49.7,45078,18.3,67271,27.3,73262,22.9,97304,30.4,86621,27.1,134123,41.9
2017/07/20,103176,32.9,133141,42.5,50559,16.1,78284,25.0,97182,22.6,128429,29.9,117544,27.4,183798,42.8
2017/07/21,107457,28.3,143067,37.7,70619,18.6,107179,28.3,117823,24.5,152150,31.7,131875,27.4,203688,42.4
2017/07/24,120841,28.4,157665,37.1,90417,21.3,127325,30.0,139005,25.6,179233,33.0,132096,24.4,204301,37.7
2017/07/25,120207,26.3,161135,35.3,102259,22.4,145209,31.8,144909,25.3,187685,32.8,131726,23.0,209858,36.7
2017/07/26,103513,30.9,136977,40.9,61727,18.4,87579,26.2,77801,18.9,104618,25.5,110956,27.0,172094,41.9
2017/07/27,117518,30.2,155946,40.0,62676,16.1,94659,24.3,104757,19.3,149340,27.5,121492,22.4,197600,36.4
2017/07/28,112264,24.1,150191,32.3,89276,19.2,132224,28.4,122144,21.2,163791,28.5,134011,23.3,217987,37.9
2017/07/31,120409,23.0,169610,32.4,125104,23.9,171400,32.8,143271,22.9,189818,30.3,136186,21.8,227387,36.4
2017/08/01,122552,23.4,167768,32.1,124331,23.8,171335,32.7,145854,21.5,205640,30.4,134349,19.8,233008,34.4
2017/08/02,111589,29.6,149484,39.7,68854,18.3,96306,25.6,95280,18.8,128163,25.2,122106,24.1,197441,38.9
2017/08/03,134503,28.3,178309,37.5,91768,19.3,132210,27.8,127561,20.9,174413,28.6,153667,25.2,254414,41.7
2017/08/04,135945,26.8,191370,37.7,96023,18.9,139850,27.6,150494,22.3,202213,30.0,164318,24.3,268199,39.7
2017/08/07,128631,25.9,179138,36.0,92817,18.7,135126,27.2,171879,22.6,233641,30.7,168470,22.1,277194,36.4
2017/08/08,137298,25.1,200124,36.6,110095,20.1,164724,30.1,177781,22.1,244834,30.4,181203,22.5,293300,36.4
2017/08/09,129972,27.1,184731,38.5,96206,20.0,135104,28.1,106262,17.4,150431,24.6,158966,26.0,269746,44.1
2017/08/10,143812,23.6,206101,33.8,122646,20.1,186854,30.6,159551,22.2,216463,30.2,217501,30.3,335341,46.8
2017/08/11,144106,21.9,207967,31.6,143015,21.7,208181,31.7,193008,24.5,256997,32.7,259143,33.0,386190,49.1
2017/08/14,148569,21.2,216913,30.9,173628,24.8,247362,35.3,208645,25.7,275939,33.9,256356,31.5,382566,47.0
2017/08/15,147132,20.6,215920,30.2,172879,24.2,245712,34.4,221780,25.7,300915,34.8,265417,30.7,392081,45.4
2017/08/16,96170,34.5,125869,45.2,60057,21.6,84811,30.4,123519,28.9,157629,36.9,129759,30.4,208679,48.8
2017/08/17,117150,33.3,155195,44.1,68121,19.3,96946,27.5,168651,29.2,223936,38.8,171094,29.6,257427,44.6
2017/08/18,123498,29.5,175476,41.9,83103,19.8,129391,30.9,188462,29.4,247055,38.6,185454,28.9,291515,45.5
2017/08/21,121522,27.0,178116,39.6,85687,19.1,139364,31.0,203647,29.2,264851,37.9,184934,26.5,292482,41.9
2017/08/22,129351,28.8,192260,42.8,84676,18.8,139046,30.9,218106,27.9,295967,37.9,180717,23.2,295670,37.9
2017/08/23,116096,32.5,160440,44.9,70548,19.7,96933,27.1,154041,26.9,192418,33.6,155823,27.2,249870,43.6
2017/08/24,122688,31.0,180819,45.7,71611,18.1,100036,25.3,179503,25.5,246573,35.0,176411,25.1,279862,39.7
2017/08/25,122055,28.8,181007,42.7,72780,17.2,105493,24.9,213391,27.0,289253,36.6,195110,24.7,306409,38.8
2017/08/28,125922,27.6,186552,40.9,73385,16.1,115702,25.4,224528,27.0,303912,36.5,196883,23.6,310994,37.3
2017/08/29,126435,25.7,190045,38.7,79559,16.2,127787,26.0,234169,27.3,312686,36.5,211257,24.6,334106,39.0
2017/08/30,130922,32.8,183941,46.1,74304,18.6,102665,25.7,187680,28.1,231337,34.6,188327,28.2,296876,44.4
2017/08/31,131402,29.8,191303,43.3,76707,17.4,108701,24.6,204310,27.0,252131,33.4,201426,26.7,319789,42.3
2017/09/01,139391,30.4,204379,44.6,79937,17.4,118481,25.8,214657,26.3,268594,32.9,201284,24.7,326268,40.0
2017/09/04,143226,29.8,211777,44.0,86277,17.9,129206,26.9,215175,25.4,275213,32.4,203097,23.9,328347,38.7
2017/09/05,137700,27.5,208795,41.7,91586,18.3,137225,27.4,203953,23.2,269245,30.7,213240,24.3,346071,39.4
2017/09/06,134913,30.7,206624,47.0,81214,18.5,119664,27.2,193324,25.7,240795,32.0,210569,28.0,342636,45.5
2017/09/07,150393,28.9,233963,44.9,97231,18.7,145967,28.0,207162,24.6,259407,30.8,226144,26.8,365678,43.4
2017/09/08,155752,29.2,242427,45.4,99220,18.6,148099,27.7,223699,24.0,287717,30.9,229667,24.6,381161,40.9
2017/09/11,149990,26.7,226021,40.2,108423,19.3,164292,29.2,209376,21.5,279776,28.8,233486,24.0,387826,39.9
2017/09/12,155382,27.0,232405,40.5,120384,21.0,175710,30.6,216562,20.9,311664,30.1,247660,23.9,407459,39.4
2017/09/13,144646,29.9,207225,42.8,100812,20.8,145433,30.0,190343,22.6,261383,31.0,233037,27.6,385695,45.7
2017/09/14,152438,28.7,220692,41.6,109732,20.7,157622,29.7,205526,22.6,278733,30.7,238297,26.2,396140,43.6
2017/09/15,178439,30.6,257563,44.1,146117,25.0,200592,34.4,208824,22.0,283513,29.9,249948,26.3,411441,43.4
2017/09/18,179559,30.8,259773,44.5,148511,25.5,198448,34.0,225918,22.0,313562,30.6,261681,25.5,422631,41.2
2017/09/19,177512,28.1,256397,40.6,174761,27.7,230877,36.5,227501,21.4,329823,31.0,282835,26.6,454946,42.8
2017/09/20,79712,32.1,118972,48.0,51576,20.8,72948,29.4,142050,30.4,186310,39.9,159580,34.2,246274,52.7
2017/09/21,106258,32.5,152841,46.8,63564,19.5,89058,27.3,150171,26.5,201918,35.6,172089,30.4,263218,46.5
2017/09/22,110184,26.5,158633,38.1,89551,21.5,122119,29.4,145760,23.5,201860,32.5,190333,30.7,295458,47.6
2017/09/25,107245,20.3,161638,30.6,134095,25.3,179496,33.9,151698,22.8,219665,33.0,201234,30.2,313389,47.0
2017/09/26,127858,20.9,188220,30.7,155686,25.4,214174,34.9,157032,22.3,243996,34.6,206728,29.3,325169,46.1
2017/09/27,109804,27.8,159484,40.4,92933,23.6,126086,32.0,145889,25.5,199436,34.9,183506,32.1,293138,51.3
2017/09/28,133221,27.7,188226,39.2,109246,22.7,151938,31.6,151740,23.7,211517,33.0,197890,30.9,318553,49.7
2017/09/29,151405,28.4,208365,39.1,122473,23.0,177536,33.3,154204,22.8,218031,32.2,200864,29.7,323473,47.8
2017/09/30,153783,28.8,211813,39.7,124224,23.3,180799,33.9,156841,22.0,226113,31.8,199571,28.0,323639,45.5
2017/10/02,160230,29.6,222535,41.1,131693,24.3,188082,34.7,159531,20.7,240995,31.2,198340,25.7,323250,41.9
2017/10/03,159023,28.1,223961,39.5,142555,25.2,206553,36.5,179270,21.7,271885,32.9,211135,25.5,339755,41.1
2017/10/05,117954,27.0,176417,40.4,99448,22.8,133401,30.6,157496,24.7,209222,32.8,188589,29.5,306482,48.0
2017/10/06,135666,27.8,200094,41.1,113853,23.4,154099,31.6,159905,21.9,225226,30.9,207260,28.4,334325,45.8
2017/10/11,135250,30.4,199129,44.8,95749,21.5,128505,28.9,162494,22.8,217280,30.5,204308,28.6,335475,47.0
2017/10/12,138733,30.0,204693,44.2,100854,21.8,139947,30.2,173656,21.7,241528,30.2,209835,26.2,346232,43.3
2017/10/13,133060,27.7,200422,41.7,106823,22.3,148282,30.9,178747,20.8,263563,30.7,219186,25.5,355859,41.4
2017/10/16,137368,28.1,202279,41.3,113621,23.2,156051,31.9,191871,20.8,286073,31.1,220095,23.9,359919,39.1
2017/10/17,141506,26.6,209602,39.4,128450,24.2,173025,32.6,205113,21.8,300434,31.9,217451,23.1,360448,38.3
2017/10/18,96345,35.6,141113,52.2,53548,19.8,73397,27.1,139390,30.1,176271,38.0,158037,34.1,236422,51.0
2017/10/19,115588,34.3,166911,49.5,57432,17.0,83494,24.7,150640,25.5,201772,34.1,174095,29.5,256751,43.5
2017/10/20,120854,31.1,176577,45.4,65512,16.8,97570,25.1,160352,24.2,232318,35.1,189990,28.7,276411,41.8
2017/10/23,123494,29.5,182556,43.6,72529,17.3,109872,26.2,176399,24.8,248991,35.1,203092,28.6,292769,41.2
2017/10/24,128232,28.9,191737,43.3,78843,17.8,118851,26.8,189200,25.0,263885,34.9,207651,27.4,308880,40.8
2017/10/25,108433,32.4,165146,49.3,59487,17.8,82316,24.6,145011,25.0,189994,32.8,180588,31.2,278089,48.0
