date,call_top5_b_v,call_top5_b_ratio,call_top10_b_v,call_top10_b_ratio,call_top5_s_v,call_top5_s_ratio,call_top10_s_v,call_top10_s_ratio,put_top5_b_v,put_top5_b_ratio,put_top10_b_v,put_top10_b_ratio,put_top5_s_v,put_top5_s_ratio,put_top10_s_v,put_top10_s_ratio
2010/01/04,96957,30.6,141441,44.7,88728,28.0,114521,36.2,165683,40.0,209799,50.6,91653,22.1,133994,32.3
2010/01/05,109121,31.7,156343,45.5,100156,29.1,127602,37.1,173609,39.7,219174,50.1,99646,22.8,144707,33.1
2010/01/06,111340,32.6,157132,46.0,101872,29.8,130172,38.1,186054,39.3,230731,48.8,108421,22.9,163574,34.6
2010/01/07,119414,32.4,166015,45.0,118610,32.2,149590,40.6,196888,38.8,243814,48.1,118297,23.3,177310,34.9
2010/01/08,125965,32.5,170019,43.9,125505,32.4,157715,40.7,206818,38.8,260232,48.8,129039,24.2,190887,35.8
2010/01/11,125925,32.1,170611,43.5,126563,32.3,158019,40.3,211581,38.3,266474,48.3,139148,25.2,199189,36.1
2010/01/12,128655,32.0,172796,42.9,130568,32.5,163256,40.6,219060,38.7,274953,48.6,142428,25.2,208579,36.9
2010/01/13,131990,31.1,180364,42.5,141648,33.3,174430,41.1,233532,40.8,290494,50.8,141725,24.8,208268,36.4
2010/01/14,133931,31.1,184763,42.9,139296,32.3,170026,39.5,244328,41.4,301041,51.0,153566,26.0,222403,37.7
2010/01/15,139153,32.1,195150,45.0,137733,31.7,171311,39.5,251085,41.2,310150,50.9,156142,25.6,232527,38.2
2010/01/18,140219,31.3,194505,43.5,146521,32.7,182717,40.8,261004,41.6,323869,51.7,153810,24.5,235484,37.6
2010/01/19,139221,30.0,197680,42.6,149718,32.2,187926,40.5,252545,41.2,316939,51.7,139192,22.7,217253,35.4
2010/01/20,88630,37.3,121297,51.0,77060,32.4,99637,41.9,129894,48.6,169922,63.5,63541,23.8,92911,34.7
2010/01/21,91664,32.2,128567,45.2,75275,26.5,101244,35.6,136507,46.0,176059,59.3,68625,23.1,96336,32.5
2010/01/22,95341,28.1,134775,39.7,109429,32.3,139484,41.1,142401,43.9,189653,58.5,71317,22.0,100929,31.1
2010/01/25,102139,27.4,144487,38.8,120855,32.4,153217,41.1,164195,46.0,210433,59.0,82059,23.0,114794,32.2
2010/01/26,117303,27.1,164791,38.0,152249,35.1,191580,44.2,150031,43.6,202149,58.7,86791,25.2,119029,34.6
2010/01/27,123791,26.6,176040,37.8,164981,35.4,207149,44.5,159159,43.4,210371,57.3,96568,26.3,133380,36.3
2010/01/28,122379,26.0,177113,37.6,152432,32.4,192253,40.8,175935,44.1,225300,56.5,102361,25.7,141418,35.5
2010/01/29,134067,26.3,191806,37.7,166866,32.8,212513,41.7,170698,42.8,221356,55.6,102499,25.7,141136,35.4
2010/02/01,129840,23.8,191784,35.2,177511,32.6,230628,42.3,173795,43.4,225716,56.4,107702,26.9,144129,36.0
2010/02/02,132309,23.8,197489,35.6,186472,33.6,238041,42.9,160974,41.0,214085,54.6,108560,27.7,148209,37.8
2010/02/03,130253,22.8,204229,35.8,176161,30.9,232865,40.8,161029,39.9,216356,53.6,114694,28.4,153795,38.1
2010/02/04,131452,22.7,202588,35.0,180232,31.1,235312,40.7,167579,40.5,223659,54.0,112538,27.2,150700,36.4
2010/02/05,150019,24.0,227658,36.5,205068,32.8,270753,43.4,148800,40.4,210808,57.2,107968,29.3,150113,40.7
2010/02/06,159458,24.5,239225,36.7,220894,33.9,287699,44.1,144270,39.4,209242,57.2,109379,29.9,152165,41.6
2010/02/08,179386,26.2,261492,38.3,230795,33.8,302322,44.2,139145,36.4,207629,54.2,113709,29.7,156971,41.0
2010/02/09,193258,27.8,282703,40.7,224080,32.3,297899,42.9,151396,36.7,224613,54.5,117553,28.5,162962,39.5
2010/02/10,215216,29.8,317772,43.9,222135,30.7,296955,41.1,168441,37.7,234150,52.3,122824,27.5,176036,39.4
2010/02/22,98899,39.9,124390,50.2,96596,39.0,125064,50.5,94716,40.6,133391,57.2,78932,33.8,106102,45.5
2010/02/23,100393,35.4,131501,46.3,100544,35.4,132147,46.6,102003,37.7,144891,53.6,86026,31.8,118842,44.0
2010/02/24,104522,33.1,141551,44.9,108000,34.2,143075,45.3,105889,35.5,149540,50.1,91814,30.7,127387,42.7
2010/02/25,107479,30.2,145938,41.0,117840,33.1,159710,44.9,110072,34.7,155985,49.2,95052,30.0,128841,40.6
2010/02/26,107069,28.4,146409,38.8,121100,32.1,165409,43.8,113326,34.6,159239,48.6,95394,29.1,128657,39.3
2010/03/01,104797,27.8,145932,38.7,117751,31.3,160796,42.7,121881,34.4,167422,47.2,94617,26.7,137469,38.8
2010/03/02,107289,27.5,150833,38.7,119969,30.8,163631,42.0,121052,32.9,168185,45.8,93983,25.6,137417,37.4
2010/03/03,112755,27.9,157827,39.1,125908,31.2,170211,42.1,117917,31.7,164676,44.3,88836,23.9,134523,36.2
2010/03/04,118426,27.7,165926,38.8,133405,31.2,175137,41.0,123913,31.1,172916,43.4,107043,26.9,152946,38.4
2010/03/05,124108,28.8,175787,40.8,122627,28.4,167613,38.9,131737,31.9,179562,43.4,107981,26.1,154054,37.3
2010/03/08,125007,28.9,180952,41.9,118579,27.4,166968,38.6,130750,29.7,179412,40.7,110801,25.2,163397,37.1
2010/03/09,131072,29.7,187550,42.5,121609,27.6,167485,38.0,133534,29.2,184389,40.4,118374,25.9,169620,37.1
2010/03/10,131689,29.2,187838,41.6,119632,26.5,164991,36.6,140799,29.9,192366,40.9,119522,25.4,173632,36.9
2010/03/11,131348,28.3,186122,40.1,115730,24.9,165051,35.6,148203,30.5,202694,41.8,117349,24.2,176080,36.3
2010/03/12,134903,28.6,190226,40.3,113675,24.1,164913,34.9,148079,29.9,204935,41.3,117318,23.7,181618,36.6
2010/03/15,147311,29.9,202656,41.2,120579,24.5,177874,36.1,148485,29.8,208177,41.7,120259,24.1,183285,36.7
2010/03/16,154461,30.9,211390,42.3,114261,22.9,171808,34.4,155447,30.2,214509,41.7,129683,25.2,196284,38.2
2010/03/17,75177,41.3,99323,54.5,50877,27.9,71168,39.1,47655,33.0,67641,46.9,37229,25.8,50532,35.0
2010/03/18,81166,36.0,110392,49.0,57120,25.3,81534,36.2,64883,34.1,87454,46.0,38769,20.4,57202,30.1
2010/03/19,87567,34.1,123045,47.9,61112,23.8,88073,34.3,70956,34.3,95833,46.3,44592,21.5,62700,30.3
2010/03/22,90594,32.7,123433,44.6,63478,22.9,91833,33.2,76033,33.8,102635,45.6,48953,21.8,68875,30.6
2010/03/23,95356,32.4,127862,43.4,65082,22.1,96269,32.7,81664,33.0,110145,44.5,57420,23.2,79309,32.1
2010/03/24,98480,31.5,131002,41.9,63622,20.4,95960,30.7,92905,33.8,124688,45.3,68942,25.1,93726,34.1
2010/03/25,90293,27.7,122958,37.7,64337,19.7,97638,29.9,104196,35.8,136196,46.8,73822,25.4,102632,35.3
2010/03/26,102107,30.4,135073,40.2,68411,20.4,101716,30.3,109873,34.1,143673,44.6,84901,26.4,121980,37.9
2010/03/29,108330,31.3,143621,41.6,75343,21.8,111470,32.3,106846,31.6,144341,42.6,79794,23.6,120577,35.6
2010/03/30,108348,30.4,146005,41.0,76168,21.4,113922,32.0,108928,30.6,147521,41.4,85729,24.1,132175,37.1
2010/03/31,113688,30.5,151304,40.6,80501,21.6,120256,32.2,115131,30.8,154534,41.3,93976,25.1,142265,38.0
2010/04/01,119661,30.6,163839,41.9,90664,23.2,130688,33.4,114530,29.2,158012,40.2,94320,24.0,141737,36.1
2010/04/02,126891,31.2,173805,42.7,94270,23.2,140855,34.6,122599,29.6,173799,41.9,101676,24.5,153294,37.0
2010/04/06,123986,29.9,175754,42.4,104240,25.2,149113,36.0,130249,29.3,183054,41.2,115026,25.9,172629,38.9
2010/04/07,125794,29.5,180993,42.4,111352,26.1,158688,37.2,134019,28.9,186302,40.2,121643,26.2,180063,38.8
2010/04/08,132358,28.9,188835,41.2,119043,26.0,169689,37.0,151011,30.6,209180,42.4,126970,25.7,187462,38.0
2010/04/09,136694,29.2,192069,41.0,117233,25.0,171456,36.6,151620,30.6,208442,42.1,125322,25.3,187085,37.8
2010/04/12,139371,28.9,194700,40.3,118868,24.6,175422,36.3,152726,30.1,211504,41.6,128577,25.3,189509,37.3
2010/04/13,145909,28.5,200223,39.2,126665,24.8,185304,36.2,150461,29.5,210202,41.2,122596,24.0,181649,35.6
2010/04/14,143552,28.0,199317,38.9,130179,25.4,186152,36.4,143562,27.8,206980,40.1,124138,24.0,181205,35.1
2010/04/15,147017,28.5,206789,40.1,134390,26.1,192685,37.4,142894,26.7,207632,38.8,127434,23.8,187891,35.1
2010/04/16,140853,26.7,203603,38.7,141266,26.8,200787,38.1,147238,27.4,212600,39.6,121269,22.6,186776,34.8
2010/04/19,132303,24.0,193292,35.1,149392,27.1,210313,38.2,147851,29.2,207298,41.0,123402,24.4,185228,36.6
2010/04/20,132395,22.8,201435,34.7,165860,28.6,229199,39.5,165065,30.5,233175,43.1,133114,24.6,201964,37.3
2010/04/21,70342,31.9,108002,49.0,63193,28.7,95793,43.5,53928,27.7,80447,41.3,48777,25.0,73159,37.5
2010/04/22,86366,31.4,131638,47.8,70638,25.7,113185,41.1,66593,27.9,100228,42.0,56393,23.6,86614,36.3
2010/04/23,93357,31.5,141649,47.8,76221,25.7,120895,40.8,73763,27.7,109025,40.9,66138,24.8,102563,38.5
2010/04/26,99144,32.3,145385,47.4,80071,26.1,121545,39.6,75864,26.3,114479,39.7,58235,20.2,93814,32.5
2010/04/27,103488,32.2,145609,45.3,71158,22.2,111884,34.8,81301,26.5,118424,38.6,62044,20.2,97652,31.9
2010/04/28,106483,30.1,152923,43.2,81870,23.1,125482,35.5,95037,28.6,137891,41.5,66764,20.1,108972,32.8
2010/04/29,109744,30.8,156823,44.0,78120,21.9,120996,34.0,98531,28.5,139341,40.3,73606,21.3,114952,33.2
2010/04/30,110115,29.2,157146,41.7,77490,20.6,122618,32.5,104788,28.2,146085,39.3,83543,22.5,126630,34.1
2010/05/03,111799,27.3,159300,38.9,83089,20.3,130985,32.0,104276,27.4,149246,39.2,85912,22.5,125676,33.0
2010/05/04,118656,27.5,167089,38.8,82438,19.1,134512,31.2,105176,26.2,151968,37.9,89946,22.4,131840,32.9
2010/05/05,118835,24.3,174412,35.7,99775,20.4,162489,33.3,99187,24.8,157321,39.4,87036,21.8,132529,33.2
2010/05/06,116834,21.9,179498,33.6,116378,21.8,185798,34.8,99264,25.1,166266,42.0,91123,23.0,135542,34.3
2010/05/07,127134,21.8,201707,34.5,138354,23.7,212869,36.4,115119,29.8,175999,45.5,93992,24.3,135995,35.2
2010/05/10,121935,21.2,198267,34.4,121098,21.0,192778,33.5,103671,26.1,163025,41.1,90981,22.9,132851,33.5
2010/05/11,131983,22.3,214851,36.3,122460,20.7,194231,32.8,100807,23.8,162526,38.3,99084,23.4,146824,34.6
2010/05/12,136557,22.5,220339,36.3,123362,20.3,200404,33.0,109598,24.5,170109,38.1,99910,22.4,151479,33.9
2010/05/13,147560,24.4,233314,38.6,127484,21.1,201956,33.4,122827,25.4,189314,39.1,104449,21.6,162113,33.5
2010/05/14,139100,23.4,221630,37.2,126786,21.3,193846,32.6,136987,27.2,197309,39.2,105526,21.0,167907,33.4
2010/05/17,152418,23.6,246115,38.1,134819,20.9,208258,32.3,139324,26.7,219119,42.0,116088,22.3,182411,35.0
2010/05/18,154240,23.2,252079,37.9,134513,20.2,210582,31.7,142752,27.0,226771,42.9,114515,21.7,190453,36.1
2010/05/19,109055,41.5,151577,57.6,65492,24.9,99623,37.9,80164,34.4,122237,52.5,66032,28.4,95137,40.9
2010/05/20,123542,38.8,178436,56.1,74772,23.5,120879,38.0,96636,36.2,139957,52.5,80440,30.2,109795,41.2
2010/05/21,143254,38.8,198941,53.9,91828,24.9,145267,39.4,103107,37.6,144339,52.6,82569,30.1,113058,41.2
2010/05/24,150463,38.2,210620,53.4,102066,25.9,153459,38.9,98084,34.8,146549,51.9,88631,31.4,118070,41.8
2010/05/25,184689,41.1,247438,55.0,121326,27.0,177859,39.6,103009,35.7,151252,52.4,92639,32.1,121905,42.2
2010/05/26,194692,40.8,261360,54.8,122168,25.6,184990,38.8,107386,34.9,159210,51.7,96611,31.4,127508,41.4
2010/05/27,200333,40.5,263717,53.3,128274,25.9,191283,38.7,100831,31.2,153958,47.7,95560,29.6,129651,40.2
2010/05/28,210982,41.3,274083,53.7,119740,23.5,190758,37.4,105277,29.5,166408,46.6,109586,30.7,148924,41.7
2010/05/31,211770,40.8,278734,53.7,117819,22.7,190043,36.6,107188,28.5,169111,45.0,118429,31.5,158484,42.1
2010/06/01,219212,40.5,285568,52.7,133145,24.6,207208,38.2,117130,29.5,181642,45.7,123810,31.1,168586,42.4
2010/06/02,220309,38.8,291758,51.4,131697,23.2,208559,36.7,125569,30.7,186226,45.6,121898,29.8,168699,41.3
2010/06/03,214999,38.7,285106,51.3,101216,18.2,179200,32.2,130892,30.1,184789,42.5,129126,29.7,178655,41.1
2010/06/04,216841,38.7,283138,50.5,99497,17.8,171400,30.6,139143,30.4,193059,42.2,131015,28.7,185043,40.5
2010/06/07,229177,37.8,299605,49.4,133491,22.0,209357,34.5,146870,32.7,199403,44.4,137439,30.6,184290,41.0
2010/06/08,227191,36.8,295670,47.9,141522,22.9,216780,35.1,147140,32.1,204912,44.7,136109,29.7,186365,40.7
2010/06/09,237670,36.3,308027,47.0,153998,23.5,234534,35.8,141578,30.6,196356,42.5,118911,25.7,171758,37.1
2010/06/10,234642,35.8,310533,47.3,129477,19.7,215143,32.8,141745,31.0,193700,42.4,109806,24.0,165652,36.3
2010/06/11,234308,37.4,310604,49.6,116659,18.6,202414,32.3,125185,27.4,175592,38.4,126399,27.6,177799,38.9
2010/06/14,230435,38.1,307094,50.8,110676,18.3,195073,32.3,125513,27.3,169098,36.7,127065,27.6,174411,37.9
2010/06/15,229858,38.8,311192,52.6,111086,18.8,196180,33.1,127205,26.3,176462,36.5,130595,27.0,187563,38.8
2010/06/17,73245,37.7,104030,53.5,44698,23.0,68342,35.2,42606,30.9,66005,47.9,34204,24.8,48972,35.6
2010/06/18,77891,35.5,110933,50.5,47051,21.4,75557,34.4,53592,32.5,79405,48.1,37806,22.9,54371,32.9
2010/06/21,81648,32.8,120140,48.2,54047,21.7,83618,33.5,57611,29.0,87211,43.9,36263,18.2,55960,28.2
2010/06/22,83634,31.4,124737,46.9,55810,21.0,86750,32.6,63854,28.8,97609,44.0,41718,18.8,63302,28.6
2010/06/23,82745,29.4,122497,43.6,57891,20.6,91406,32.5,69477,29.0,105837,44.2,46286,19.3,68178,28.5
2010/06/24,88350,29.5,128195,42.8,63111,21.1,99702,33.3,73870,29.2,111902,44.3,55500,22.0,77467,30.6
2010/06/25,89884,28.0,130611,40.7,66072,20.6,106712,33.3,81061,31.4,120174,46.5,51108,19.8,75277,29.2
2010/06/28,91821,27.2,133727,39.7,68185,20.2,111773,33.2,85704,32.1,125477,46.9,55156,20.6,79061,29.6
2010/06/29,93164,26.5,136711,38.8,68909,19.6,114052,32.4,91183,32.0,132871,46.6,64145,22.5,90033,31.5
2010/06/30,97438,25.6,141216,37.1,75741,19.9,126250,33.2,98371,34.0,149258,51.7,65159,22.5,92579,32.0
2010/07/01,100105,24.5,143808,35.1,83782,20.5,136700,33.4,108542,34.8,164309,52.7,72422,23.2,100271,32.2
2010/07/02,107212,24.3,153757,34.8,101278,22.9,156323,35.4,109480,34.0,161724,50.2,75059,23.3,103492,32.1
2010/07/05,107794,24.6,157916,36.1,90251,20.6,144843,33.1,103618,31.4,153115,46.3,76117,23.0,108779,32.9
2010/07/06,105154,24.4,158542,36.8,92931,21.6,147129,34.2,109927,30.5,162817,45.2,84758,23.5,121266,33.7
2010/07/07,110044,25.1,162878,37.2,95167,21.7,150449,34.4,112938,29.7,167343,43.9,91592,24.0,127906,33.6
2010/07/08,118471,27.2,175379,40.2,100789,23.1,151654,34.8,112028,28.9,162901,42.1,88862,22.9,127211,32.9
2010/07/09,127568,29.4,186390,42.9,100548,23.2,151851,35.0,109680,27.3,161208,40.1,87812,21.9,131886,32.8
2010/07/12,135750,30.6,197241,44.5,106744,24.1,159078,35.9,113602,26.7,162041,38.1,100800,23.7,150445,35.4
2010/07/13,132636,28.8,193724,42.1,108690,23.6,164313,35.7,116598,26.8,167774,38.5,107406,24.7,159038,36.5
2010/07/14,130306,29.8,188035,43.0,101858,23.3,158101,36.2,119795,26.2,171067,37.4,120914,26.4,175226,38.3
2010/07/15,133423,30.3,189334,43.1,99951,22.7,156997,35.7,122352,25.7,174128,36.6,129283,27.2,184842,38.8
2010/07/16,139471,30.7,195719,43.0,101702,22.4,161204,35.4,129339,26.4,182527,37.2,140004,28.5,199157,40.6
2010/07/19,139072,30.0,195443,42.2,100920,21.8,159903,34.5,134295,26.4,191762,37.7,146263,28.8,205930,40.5
2010/07/20,143839,31.2,203175,44.1,108361,23.5,168168,36.5,137485,26.3,194836,37.2,158934,30.4,218443,41.7
2010/07/21,83499,42.4,111548,56.6,53716,27.3,79982,40.6,48505,33.2,68432,46.8,34525,23.6,51580,35.3
2010/07/22,85551,38.8,114882,52.1,58127,26.4,85365,38.7,53971,30.8,78027,44.5,36664,20.9,56792,32.4
2010/07/23,85334,35.5,118065,49.1,55037,22.9,84056,34.9,56955,27.6,84342,40.9,45526,22.1,64915,31.5
2010/07/26,89979,34.3,125129,47.8,59888,22.9,88524,33.8,65061,28.2,94004,40.8,54083,23.5,74657,32.4
2010/07/27,90174,32.2,128663,46.0,63120,22.6,94983,34.0,71753,28.9,102460,41.3,55685,22.4,80007,32.3
2010/07/28,93044,30.8,135898,45.0,64367,21.3,100102,33.2,79025,28.5,115728,41.7,60002,21.6,87039,31.4
2010/07/29,92610,29.1,135663,42.7,68163,21.4,105174,33.1,93174,30.2,132435,42.9,70085,22.7,104984,34.0
2010/07/30,93774,28.2,139017,41.8,70030,21.0,108911,32.7,101341,30.8,143274,43.5,83786,25.4,119205,36.2
2010/08/02,95872,28.5,143319,42.6,74231,22.1,105131,31.3,105357,29.5,148187,41.5,87074,24.4,125052,35.0
2010/08/03,96046,28.7,141871,42.4,69759,20.8,101425,30.3,108071,27.9,153274,39.6,96910,25.0,138538,35.8
2010/08/04,98577,28.0,145081,41.2,75105,21.3,107384,30.5,113769,27.5,162202,39.2,106199,25.7,151145,36.6
2010/08/05,95455,25.4,141258,37.6,77196,20.5,110290,29.3,115638,26.5,167630,38.5,113473,26.0,158381,36.3
2010/08/06,98719,25.5,146835,37.9,77374,20.0,113012,29.2,119480,25.9,176113,38.2,121484,26.4,176957,38.4
2010/08/09,99003,25.9,146947,38.4,80130,20.9,115885,30.3,125526,25.6,182378,37.1,133491,27.2,191832,39.1
2010/08/10,100377,25.2,148356,37.2,84154,21.1,121259,30.4,138385,26.4,207413,39.6,147774,28.2,211897,40.5
2010/08/11,106861,24.5,158488,36.3,101112,23.1,141819,32.5,162126,29.4,229072,41.5,160439,29.1,231534,41.9
2010/08/12,108302,23.6,157846,34.4,107401,23.4,151891,33.1,169414,29.8,248962,43.9,164549,29.0,235550,41.5
2010/08/13,106390,23.5,155778,34.4,114949,25.4,155034,34.3,178712,30.3,262159,44.5,180406,30.6,247403,42.0
2010/08/16,110270,24.2,160415,35.2,120393,26.4,163053,35.8,175821,29.0,259938,42.8,179848,29.6,250622,41.3
2010/08/17,111889,24.2,167122,36.1,123306,26.6,169209,36.6,177642,28.0,264731,41.7,197294,31.0,268099,42.2
2010/08/18,80934,37.8,107584,50.3,53721,25.1,75231,35.2,78911,39.2,104556,52.0,44988,22.4,62829,31.2
2010/08/19,86483,35.1,114523,46.5,54572,22.2,80344,32.6,88404,36.7,119055,49.4,55302,22.9,78562,32.6
2010/08/20,92865,34.0,120452,44.1,63663,23.3,90622,33.2,93399,34.9,130978,48.9,60364,22.5,84543,31.5
2010/08/23,95813,33.2,127583,44.1,64704,22.4,93109,32.2,98401,33.2,140577,47.4,60420,20.4,89790,30.3
2010/08/24,96855,31.3,130279,42.1,69974,22.6,99017,32.0,117452,35.4,162605,49.0,73609,22.2,109157,32.9
2010/08/25,103479,29.0,138883,38.9,72696,20.4,111454,31.2,133646,36.0,187251,50.4,84671,22.8,124496,33.5
2010/08/26,105875,26.8,147931,37.5,83802,21.2,127426,32.3,133901,34.7,192977,49.9,88986,23.0,135513,35.1
2010/08/27,115599,27.1,161372,37.9,90144,21.2,140892,33.1,140290,34.7,204246,50.5,91797,22.7,138646,34.3
2010/08/30,117292,27.2,159673,37.0,83900,19.5,135711,31.5,149729,35.0,215141,50.3,106384,24.9,150323,35.2
2010/08/31,122316,25.2,170808,35.2,103344,21.3,165572,34.2,152981,34.2,224159,50.1,114652,25.6,161015,36.0
2010/09/01,127807,25.1,178969,35.1,107876,21.2,176057,34.5,152376,33.1,223634,48.6,115618,25.1,165785,36.0
2010/09/02,132663,25.9,188670,36.8,108638,21.2,166342,32.5,152972,31.1,227233,46.2,122183,24.9,174989,35.6
2010/09/03,133402,26.3,193613,38.2,108859,21.5,164828,32.6,148665,29.3,225461,44.4,126046,24.8,180856,35.6
2010/09/06,142403,28.2,201800,40.0,117366,23.2,167152,33.1,154321,27.9,237677,42.9,144532,26.1,205904,37.2
2010/09/07,150724,29.1,210982,40.8,118891,23.0,170242,32.9,155184,27.0,242849,42.2,152441,26.5,215180,37.4
2010/09/08,154373,28.2,211843,38.6,122868,22.4,177006,32.3,156961,26.5,252795,42.7,132970,22.5,196841,33.2
2010/09/09,154431,27.9,210282,38.0,125989,22.8,181643,32.8,163079,26.7,264571,43.3,135544,22.2,201471,33.0
2010/09/10,158874,28.2,216478,38.5,129960,23.1,185858,33.0,167568,26.1,275883,43.0,158683,24.7,231673,36.1
2010/09/13,152176,28.8,219670,41.5,137596,26.0,194579,36.8,181958,25.4,291407,40.6,203425,28.4,283291,39.5
2010/09/14,166851,31.8,247774,47.3,128124,24.5,188110,35.9,184616,24.1,297024,38.8,227860,29.7,313241,40.9
2010/09/15,55020,30.3,87451,48.2,40116,22.1,56080,30.9,79705,36.2,115331,52.4,40155,18.3,62537,28.4
2010/09/16,57054,27.1,93187,44.3,41892,19.9,61525,29.3,90266,34.6,130178,49.9,42315,16.2,68377,26.2
2010/09/17,70517,27.7,108951,42.8,57047,22.4,80408,31.6,99876,33.1,142833,47.4,45118,15.0,72615,24.1
2010/09/20,73341,26.4,115934,41.7,62981,22.7,88768,32.0,103120,32.3,148738,46.5,49882,15.6,79260,24.8
2010/09/21,80610,26.4,128115,42.0,71489,23.5,97348,31.9,111930,32.4,164120,47.5,53810,15.6,86286,25.0
2010/09/23,81253,25.1,130160,40.2,74669,23.1,101919,31.5,114113,30.8,173274,46.8,56321,15.2,93223,25.2
2010/09/24,79564,23.4,126412,37.2,78599,23.1,109439,32.2,123559,31.7,182103,46.8,59247,15.2,96336,24.7
2010/09/27,80130,23.7,127776,37.8,75296,22.2,107678,31.8,127612,31.0,187556,45.6,65358,15.9,106569,25.9
2010/09/28,80144,22.9,126883,36.2,78102,22.3,111481,31.8,131444,30.5,194086,45.1,71278,16.6,114939,26.7
2010/09/29,75951,21.4,126390,35.6,73244,20.6,109793,30.9,136536,29.8,202888,44.2,79093,17.2,124344,27.1
2010/09/30,76443,20.7,127964,34.7,76551,20.8,111461,30.2,140349,29.3,210544,43.9,85743,17.9,133916,27.9
2010/10/01,78154,20.5,130863,34.3,83257,21.8,115694,30.3,143859,28.5,216167,42.8,93924,18.6,143837,28.5
2010/10/04,81819,20.7,135890,34.3,87071,22.0,121262,30.6,148670,27.9,228673,42.9,101031,18.9,151319,28.4
2010/10/05,85883,21.2,141151,34.8,92313,22.8,128311,31.6,160484,29.6,238539,43.9,102417,18.9,154289,28.4
2010/10/06,86082,21.1,143643,35.2,91257,22.4,124383,30.5,173291,30.2,254451,44.3,117057,20.4,173939,30.3
2010/10/07,86951,20.6,144511,34.3,96178,22.8,129072,30.6,189696,31.6,273380,45.5,131202,21.8,190050,31.6
2010/10/08,97853,22.0,155781,35.0,106501,23.9,141310,31.7,195943,31.3,284344,45.4,144004,23.0,204363,32.6
2010/10/11,93586,20.3,155794,33.7,114427,24.8,153814,33.3,199655,31.1,289809,45.2,151448,23.6,212944,33.2
2010/10/12,103951,20.7,166610,33.2,134412,26.8,178145,35.5,200314,31.3,290086,45.3,148577,23.2,211398,33.0
2010/10/13,105712,20.5,170899,33.2,132885,25.8,180861,35.1,203019,31.0,289915,44.2,160523,24.5,224757,34.3
2010/10/14,113040,22.2,179877,35.3,116315,22.8,160683,31.6,208549,30.4,295784,43.1,174223,25.4,239813,35.0
2010/10/15,123582,23.3,190551,35.9,129430,24.4,177625,33.4,216095,30.4,308671,43.4,188066,26.5,259396,36.5
2010/10/18,127207,21.7,196971,33.6,169321,28.9,224178,38.2,226952,32.3,323590,46.0,190129,27.0,259362,36.9
2010/10/19,130900,21.0,203011,32.6,182171,29.2,237328,38.1,235022,32.6,339255,47.0,206006,28.5,277837,38.5
2010/10/20,68486,34.9,95331,48.6,34404,17.5,56040,28.6,92556,39.6,137256,58.8,46299,19.8,69228,29.7
2010/10/21,78380,33.5,109946,47.0,39648,16.9,65898,28.2,108835,38.7,159074,56.6,57033,20.3,83732,29.8
2010/10/22,84912,32.6,119773,46.1,45089,17.3,72661,27.9,117317,38.1,173817,56.5,69054,22.4,98836,32.1
2010/10/25,86680,28.9,132460,44.2,55914,18.7,85556,28.6,121404,35.0,178859,51.5,74934,21.6,103679,29.9
2010/10/26,88945,27.7,138089,43.0,59451,18.5,90447,28.1,129591,32.9,194251,49.2,88492,22.4,127895,32.4
2010/10/27,92101,26.9,140909,41.1,64776,18.9,97239,28.4,149550,33.8,219507,49.5,106090,23.9,150101,33.9
2010/10/28,91855,25.8,144167,40.5,64902,18.2,99096,27.9,164865,33.6,241109,49.1,126780,25.8,178253,36.3
2010/10/29,101009,25.9,159365,40.8,74634,19.1,110359,28.2,180996,34.4,258815,49.2,140300,26.7,198085,37.6
2010/11/01,110642,26.9,178018,43.4,75810,18.5,114121,27.8,183663,33.2,265203,47.9,148148,26.8,207377,37.4
2010/11/02,132807,29.6,201871,45.1,89561,20.0,130389,29.1,194439,33.3,282803,48.5,157943,27.1,219442,37.6
2010/11/03,143333,29.7,213609,44.3,102143,21.2,148932,30.9,202412,33.4,297069,49.1,169403,28.0,232760,38.4
2010/11/04,153297,31.0,224487,45.5,105779,21.4,152912,31.0,208964,33.7,301732,48.7,177384,28.6,242505,39.1
2010/11/05,161517,32.0,234725,46.5,111037,22.0,158767,31.4,212061,32.3,311881,47.5,185353,28.2,251862,38.4
2010/11/08,168496,31.9,243039,46.0,127072,24.0,177002,33.5,209098,31.2,309806,46.3,181761,27.2,253387,37.9
2010/11/09,167988,31.0,243995,45.0,132958,24.5,182434,33.6,210985,31.0,313223,46.0,184161,27.1,260044,38.2
2010/11/10,169199,30.2,246094,43.9,145933,26.0,197928,35.3,224117,31.8,327138,46.4,197777,28.0,277257,39.3
2010/11/11,170397,29.7,247954,43.3,151855,26.5,206203,36.0,222766,30.8,328736,45.5,213567,29.5,299432,41.4
2010/11/12,172840,29.5,255198,43.5,147204,25.1,201495,34.4,222831,31.4,334373,47.1,183377,25.8,273854,38.6
2010/11/15,177858,28.3,259305,41.2,171123,27.2,228141,36.3,230088,32.6,340951,48.3,187291,26.5,275067,39.0
2010/11/16,188056,29.7,273649,43.3,177279,28.0,231815,36.7,248103,33.6,362043,49.0,216286,29.3,305966,41.4
2010/11/17,79278,35.8,120923,54.6,50403,22.8,79011,35.7,106153,42.4,152084,60.7,52406,20.9,73396,29.3
